region,month,temperature_c,humidity_pct,pressure_hpa,wind_speed_kph,precip_mm,cloud_cover_pct,condition
South,4,36.27,61.34,1010.38,17.1,8.0,24.31,Cloudy
West,9,29.74,73.38,1010.55,8.67,20.57,81.17,Rain
Central,5,37.44,53.73,1011.68,6.37,11.69,37.64,Cloudy
East,12,21.57,47.87,1012.51,9.29,13.18,36.5,Cloudy
East,2,15.74,43.56,1002.3,12.87,19.91,62.66,Sunny
East,9,29.92,87.46,1005.13,17.59,24.83,100.0,Rain
North,11,23.53,62.46,1006.07,18.27,11.08,39.92,Sunny
East,8,27.71,79.8,1011.66,12.16,19.0,61.7,Rain
West,4,35.73,54.07,1004.36,9.9,3.5,10.25,Cloudy
East,11,29.15,66.67,1011.68,14.61,18.94,62.31,Cloudy
West,11,25.67,51.71,1003.35,14.75,13.04,61.38,Cloudy
South,2,22.32,55.16,1004.87,11.51,22.19,84.63,Sunny
South,4,41.4,66.14,1006.42,4.36,8.74,30.47,Cloudy
West,2,28.25,30.27,1002.93,18.25,14.25,54.55,Cloudy
South,10,30.94,72.64,1012.25,16.85,12.5,13.34,Rain
East,1,21.54,48.14,1014.33,11.82,12.47,33.29,Sunny
East,10,24.22,83.59,1004.3,12.79,19.78,93.09,Rain
East,7,22.13,83.15,999.44,21.66,30.02,100.0,Storm
North,10,21.06,58.08,1015.53,11.71,9.0,28.99,Sunny
Central,10,28.06,75.03,1016.49,9.25,17.24,70.3,Rain
South,4,36.04,65.82,1001.92,11.44,8.42,20.8,Cloudy
South,5,36.41,66.42,1002.42,20.25,14.16,20.75,Cloudy
Central,1,16.94,45.56,1008.3,6.63,5.0,20.49,Sunny
West,10,28.78,83.39,998.58,7.89,19.1,49.89,Rain
East,11,24.63,70.11,1008.07,8.93,15.01,53.09,Rain
West,9,24.16,78.66,1007.18,11.49,15.61,49.78,Rain
East,10,29.0,73.97,1011.44,14.53,16.48,39.41,Rain
North,2,17.34,35.32,1009.93,17.33,10.68,52.85,Fog
West,6,27.35,76.73,1006.36,12.62,14.0,82.66,Rain
North,7,20.54,80.81,1004.35,5.67,15.0,29.75,Rain
West,6,34.9,72.43,1014.11,11.21,14.0,35.86,Rain
West,10,26.97,70.3,1002.99,13.19,9.64,34.68,Cloudy
North,4,32.28,47.12,1013.92,13.62,11.04,47.94,Cloudy
West,9,25.18,65.59,1003.95,9.63,19.52,86.1,Cloudy
South,7,27.79,74.8,1013.44,21.26,23.75,67.53,Rain
East,12,19.51,50.3,1015.76,12.03,21.19,49.05,Sunny
Central,6,23.99,68.38,1006.82,9.76,16.5,71.41,Cloudy
East,7,26.9,91.88,1006.44,14.78,19.0,60.91,Rain
East,2,19.59,46.31,1006.67,11.25,9.03,25.09,Cloudy
West,10,26.6,71.71,1006.46,12.04,18.39,58.08,Rain
Central,7,25.19,81.65,1006.8,9.65,16.5,91.29,Rain
South,7,28.85,92.05,1000.52,13.09,20.67,87.6,Rain
West,1,26.55,40.6,1014.67,7.17,2.5,36.89,Cloudy
Central,3,28.44,52.56,1009.65,9.96,9.55,16.39,Cloudy
South,12,24.64,44.71,1011.05,19.97,19.86,62.28,Cloudy
South,4,36.05,55.82,1011.37,6.85,8.06,12.92,Cloudy
West,12,21.89,36.58,1006.66,12.55,13.94,49.34,Cloudy
Central,8,23.71,74.92,1003.18,15.26,16.5,25.58,Rain
North,6,17.9,82.54,1010.65,6.41,15.0,56.62,Rain
South,1,17.65,70.12,1002.2,16.58,7.0,9.62,Cloudy
South,7,24.04,72.34,1008.78,14.92,20.04,50.05,Rain
North,12,15.55,27.29,1014.35,6.06,10.49,40.38,Fog
Central,3,29.33,60.29,1010.04,16.65,11.11,52.77,Sunny
South,7,32.44,88.81,1010.15,18.23,19.67,56.04,Rain
East,5,37.92,46.21,1020.52,11.6,11.17,23.67,Cloudy
South,4,38.96,48.98,1006.18,16.57,8.0,24.42,Sunny
North,4,28.63,43.32,1007.69,6.61,4.5,9.51,Cloudy
North,10,23.7,71.91,1007.54,14.48,9.0,28.89,Cloudy
North,1,15.73,32.5,1006.04,12.34,3.5,3.62,Sunny
North,4,30.85,37.76,1007.6,14.99,5.67,27.19,Sunny
East,11,23.24,76.77,1013.89,12.33,21.37,100.0,Rain
East,4,35.41,54.13,1011.9,19.97,18.5,82.38,Sunny
East,7,30.53,91.77,1008.43,7.92,20.07,72.23,Rain
South,11,26.34,71.25,1009.32,7.19,12.5,49.52,Rain
West,2,22.76,44.16,1010.51,7.64,2.5,32.78,Cloudy
North,7,21.55,69.78,1007.57,10.24,15.0,57.28,Rain
North,5,32.67,44.31,1011.68,15.11,9.89,44.12,Cloudy
West,7,26.2,76.71,1008.11,15.56,23.38,73.25,Rain
East,11,26.78,74.34,1007.52,17.83,13.0,31.43,Rain
Central,12,16.53,26.71,1016.24,14.29,5.11,15.76,Sunny
West,11,30.58,64.86,1012.51,20.44,8.0,23.34,Cloudy
North,1,12.95,38.86,1012.74,9.7,3.5,20.79,Fog
North,11,20.67,72.95,1014.31,17.52,9.89,16.49,Sunny
South,3,37.68,58.5,1014.0,16.28,14.28,49.59,Sunny
North,3,28.06,50.13,1009.74,14.79,4.5,24.88,Cloudy
Central,3,29.57,62.12,1004.68,8.56,6.0,20.97,Sunny
South,10,25.97,80.14,1009.11,10.91,14.62,59.84,Rain
Central,10,19.98,70.66,1005.65,20.06,25.47,59.75,Storm
West,10,24.98,60.2,1014.09,13.16,8.0,41.87,Cloudy
East,12,22.1,40.58,1005.63,11.15,9.15,16.67,Cloudy
East,10,28.82,75.52,1010.03,13.51,13.0,49.82,Rain
Central,11,23.14,78.43,1007.83,13.87,13.98,68.43,Rain
Central,2,17.9,39.91,1011.94,9.44,20.73,85.12,Sunny
East,10,27.85,63.52,999.83,14.33,13.0,38.27,Sunny
South,5,35.23,63.06,1008.69,13.92,16.33,48.62,Sunny
South,4,35.64,72.66,1006.17,19.53,18.26,91.6,Rain
Central,7,34.31,71.65,1016.87,10.08,16.5,63.4,Rain
South,12,25.99,57.93,1012.24,11.98,7.0,36.43,Cloudy
West,7,28.42,75.22,1009.12,12.23,14.0,47.93,Rain
West,7,28.0,70.61,1009.58,6.95,25.79,93.99,Rain
Central,12,21.94,32.84,1011.49,16.93,14.71,40.21,Sunny
East,2,23.1,45.3,1015.34,10.54,7.63,29.11,Cloudy
Central,8,25.68,92.91,1005.53,12.13,21.86,100.0,Rain
South,3,40.23,45.23,1017.09,9.77,15.79,44.94,Cloudy
North,10,24.24,56.91,1009.77,13.3,9.0,43.22,Sunny
West,10,32.53,63.68,1006.47,11.43,8.34,21.44,Sunny
West,2,27.28,42.35,1010.88,11.4,2.5,7.38,Cloudy
West,7,28.34,71.21,1008.77,6.35,14.0,34.24,Rain
East,2,17.7,46.9,1001.34,20.14,16.77,77.86,Sunny
Central,10,28.56,74.04,1008.59,10.75,10.5,22.4,Cloudy
Central,6,24.26,76.61,997.7,14.38,16.5,32.98,Rain
Central,8,23.9,71.96,1004.42,16.71,20.03,63.21,Rain
West,5,33.16,63.68,1006.44,2.69,8.61,20.45,Cloudy
North,11,22.46,59.04,1003.62,19.82,16.42,51.42,Sunny
East,12,15.96,49.07,1011.34,13.18,7.67,42.31,Cloudy
West,4,33.36,48.02,1010.61,16.82,10.17,61.64,Cloudy
North,6,18.51,71.75,1002.24,12.87,18.4,52.59,Rain
East,5,31.94,70.83,1009.68,11.61,11.01,29.26,Cloudy
East,2,20.09,55.22,1015.2,12.5,7.5,21.53,Sunny
Central,11,28.97,75.36,1011.67,12.43,10.5,30.52,Cloudy
West,8,22.02,74.63,1016.73,15.72,14.0,57.43,Rain
North,1,18.95,25.22,1011.29,6.5,3.5,0.0,Fog
South,1,23.77,53.14,1007.76,7.69,18.4,47.53,Cloudy
South,9,35.41,83.65,1008.94,13.1,19.89,84.22,Rain
South,1,20.65,59.9,1019.87,8.94,13.23,53.12,Cloudy
South,10,34.36,84.21,1005.46,15.12,12.5,50.77,Rain
West,9,27.15,74.71,1004.81,20.04,19.59,74.77,Rain
Central,9,25.78,77.76,1002.34,16.3,30.06,93.92,Rain
East,8,24.56,69.93,1012.51,8.68,23.44,76.54,Cloudy
West,2,18.9,51.21,1012.36,10.62,10.0,29.32,Cloudy
East,7,23.75,85.64,1005.2,7.67,27.73,100.0,Rain
West,8,28.86,67.61,1012.78,8.4,18.91,58.05,Rain
West,8,24.39,85.02,1000.21,13.71,22.45,81.97,Rain
North,6,19.26,72.11,1009.42,5.09,15.0,75.63,Rain
South,11,30.69,78.15,1004.41,16.06,12.5,54.37,Rain
East,2,18.43,52.51,1010.76,16.7,21.19,60.08,Cloudy
South,11,28.08,82.51,1010.13,12.56,12.5,29.85,Rain
North,2,17.04,39.5,1011.69,13.28,9.18,53.31,Sunny
West,9,23.81,57.93,1012.58,12.95,14.14,55.97,Rain
South,7,29.4,91.54,1009.8,21.27,30.51,92.58,Storm
East,6,25.12,90.3,1011.62,22.1,27.21,100.0,Storm
East,8,26.13,84.62,1001.98,19.41,25.34,92.78,Storm
West,5,33.2,50.68,1006.51,19.71,18.45,54.58,Cloudy
Central,11,33.69,74.14,1012.26,19.11,10.5,29.68,Sunny
South,4,38.36,58.11,1005.42,6.62,8.0,14.22,Cloudy
North,5,20.57,37.69,1007.98,14.3,4.67,30.74,Cloudy
Central,7,21.99,79.59,1003.45,16.72,16.5,47.88,Rain
East,9,24.66,86.02,1004.18,9.8,21.5,73.65,Rain
East,1,19.42,53.97,1015.57,14.43,7.5,42.57,Sunny
North,4,22.32,41.88,1015.98,13.34,10.85,30.24,Cloudy
Central,3,29.21,66.3,1006.0,8.77,9.61,26.19,Sunny
Central,9,23.91,75.85,1003.77,13.87,26.14,98.28,Rain
South,12,24.65,52.34,1006.86,5.5,16.47,65.61,Cloudy
East,8,27.73,87.96,1008.93,11.07,19.91,62.41,Rain
North,8,19.35,65.92,1008.77,15.26,27.82,84.45,Cloudy
Central,2,16.28,44.64,1008.85,6.75,5.86,29.17,Cloudy
North,8,21.53,67.96,1007.07,12.12,31.45,100.0,Cloudy
North,12,18.94,34.67,1010.52,10.06,4.88,13.86,Sunny
Central,8,20.81,72.65,1010.32,7.03,16.5,58.36,Rain
East,9,24.17,86.18,1007.33,25.95,27.13,74.39,Storm
East,2,25.32,58.44,1002.32,18.52,12.71,64.22,Cloudy
West,12,26.52,37.62,1006.54,6.35,9.42,35.77,Cloudy
West,11,26.45,73.59,1001.68,6.06,8.0,23.56,Sunny
East,2,22.24,37.92,1015.64,7.73,7.5,24.77,Sunny
South,9,29.35,84.87,1009.68,13.1,18.94,66.21,Rain
West,6,25.11,65.7,1007.11,15.08,28.86,100.0,Cloudy
West,10,27.45,64.72,1008.14,14.33,12.05,57.7,Sunny
South,1,20.48,63.29,1007.24,10.18,7.0,22.21,Sunny
East,3,30.05,46.37,1006.7,3.36,8.5,8.98,Cloudy
West,9,27.71,76.31,1007.87,15.81,14.0,30.43,Rain
North,4,31.89,39.84,1019.56,4.23,7.65,18.19,Cloudy
North,6,17.6,65.49,1011.2,15.17,15.0,48.86,Rain
North,4,30.26,38.7,1005.28,11.64,5.5,15.85,Cloudy
West,8,23.38,71.89,1002.65,11.61,22.62,77.76,Rain
South,10,27.12,76.05,1014.91,12.34,18.15,75.73,Rain
South,3,37.68,52.73,1009.32,13.79,8.0,14.6,Sunny
Central,6,23.16,65.42,1017.61,18.28,19.92,76.72,Cloudy
East,4,31.11,56.41,1010.91,7.47,10.93,50.95,Cloudy
South,11,23.81,77.64,1011.47,13.61,17.19,47.87,Rain
East,3,29.75,67.86,1012.87,15.85,18.68,67.59,Sunny
West,2,22.61,37.3,1014.08,6.6,2.5,0.0,Cloudy
Central,4,31.71,49.7,1011.47,11.24,8.03,43.95,Cloudy
East,5,31.51,59.46,1009.71,2.92,8.5,45.7,Sunny
Central,3,30.51,59.39,1009.75,10.12,10.53,39.47,Sunny
Central,4,33.52,53.75,1007.82,8.52,6.0,0.0,Sunny
West,10,30.88,60.01,1017.39,6.66,14.52,19.85,Cloudy
Central,4,33.33,51.54,1006.77,9.62,13.96,51.35,Sunny
North,8,20.97,75.46,1006.42,10.26,18.3,65.95,Rain
West,7,27.2,63.87,1010.05,15.46,14.0,52.51,Rain
South,6,33.02,90.46,1001.6,16.7,18.98,50.99,Rain
East,4,37.28,57.2,1008.92,10.74,8.5,10.24,Sunny
North,2,19.99,40.74,1003.22,15.19,14.01,45.27,Fog
Central,12,15.63,45.04,1000.78,16.32,5.0,0.91,Cloudy
Central,4,29.35,54.98,1013.97,9.6,15.12,40.69,Cloudy
North,7,21.18,67.27,1011.77,9.17,18.44,35.73,Rain
West,7,27.57,60.17,1006.05,13.53,22.35,98.53,Cloudy
West,6,30.22,75.27,1004.59,9.31,19.49,67.24,Rain
South,3,36.3,61.45,1005.4,6.8,15.26,30.62,Sunny
West,11,28.94,55.62,1014.18,21.08,10.99,25.79,Sunny
Central,2,16.37,56.24,1005.37,15.94,14.25,39.92,Sunny
North,11,24.83,58.68,1016.63,14.11,10.59,47.71,Sunny
South,2,20.38,57.58,1008.87,9.8,11.03,34.45,Cloudy
West,10,31.62,66.84,1008.8,6.45,11.49,47.31,Cloudy
Central,6,25.74,83.23,994.61,10.81,16.5,44.54,Rain
West,4,29.45,50.79,1003.31,19.18,16.01,70.68,Cloudy
Central,10,29.56,74.63,1005.62,3.28,10.5,46.56,Cloudy
Central,3,37.35,56.24,1004.76,15.07,6.0,0.0,Sunny
South,9,27.72,84.98,1016.79,18.66,18.5,53.29,Rain
North,8,20.0,65.32,1003.48,13.84,17.52,95.92,Cloudy
South,6,28.0,88.77,1008.56,15.36,18.5,66.02,Rain
West,4,37.31,50.5,1011.33,8.67,3.5,6.84,Sunny
West,6,21.55,73.36,1002.2,13.85,14.0,37.97,Rain
South,9,26.35,84.94,1012.16,17.66,24.72,70.78,Rain
Central,4,35.28,41.16,1011.31,13.05,17.12,75.73,Sunny
West,8,25.56,81.08,1005.01,11.38,14.0,67.11,Rain
North,1,17.51,29.85,1014.63,14.19,5.39,16.73,Fog
East,2,30.22,57.38,1015.55,18.91,12.45,47.13,Sunny
South,3,32.23,66.41,1011.39,14.95,8.0,26.2,Cloudy
South,12,19.55,52.27,1006.44,14.66,7.0,31.4,Cloudy
South,9,29.77,83.37,1005.37,20.98,18.5,55.76,Rain
East,5,35.15,53.04,1004.74,9.76,16.95,55.24,Sunny
South,6,29.44,81.72,1013.61,10.96,23.53,76.49,Rain
North,1,18.36,37.78,1016.19,16.63,3.5,24.35,Fog
Central,8,23.57,89.46,1008.84,13.25,23.78,88.58,Rain
North,2,19.72,40.31,1012.95,6.31,14.48,66.55,Fog
West,6,26.57,86.39,1008.86,16.41,29.14,88.28,Rain
North,8,22.91,81.81,1010.96,15.36,24.61,74.94,Rain
South,10,29.56,79.4,1004.72,7.96,16.23,42.9,Rain
West,3,36.01,49.79,1006.51,10.56,3.5,21.82,Cloudy
Central,5,32.33,51.99,1018.4,10.07,8.2,24.22,Sunny
Central,3,30.85,67.7,1010.27,11.24,9.03,47.5,Cloudy
West,7,29.19,74.91,1013.56,9.85,15.1,59.76,Rain
West,7,27.64,85.69,1002.62,12.91,23.88,100.0,Rain
West,7,22.23,63.67,1010.67,17.04,14.0,49.1,Rain
East,11,26.06,80.12,1013.15,5.83,13.0,54.42,Rain
West,1,17.74,43.54,1014.18,17.14,10.16,32.25,Sunny
West,9,29.38,73.19,1007.42,12.17,14.0,32.81,Rain
Central,4,30.62,50.21,1002.94,12.86,9.59,64.69,Sunny
West,3,31.68,45.28,1012.63,10.56,3.5,18.14,Sunny
Central,4,32.34,63.13,1015.2,11.64,6.0,24.87,Cloudy
Central,9,29.77,72.79,1013.78,15.25,16.5,32.41,Rain
West,10,29.17,63.87,1011.35,14.56,8.0,20.39,Cloudy
Central,7,27.27,77.92,1008.98,8.53,16.63,55.94,Rain
East,6,27.91,91.21,1006.99,18.83,19.0,53.07,Rain
North,6,24.39,83.36,1006.49,3.08,15.0,43.57,Rain
Central,1,17.37,50.49,1012.92,8.61,10.11,32.38,Cloudy
North,1,13.23,29.8,1005.44,11.84,6.94,22.11,Sunny
West,10,27.54,54.21,1009.99,17.04,8.0,22.92,Sunny
North,5,32.04,49.48,1003.82,12.57,4.5,16.84,Cloudy
South,7,27.89,82.97,1008.45,9.58,25.16,77.51,Rain
Central,8,17.87,83.95,1010.19,7.93,16.5,61.98,Rain
South,10,34.01,90.0,1010.02,12.94,21.42,50.93,Rain
West,1,19.1,38.79,1007.94,5.71,6.48,28.23,Sunny
North,4,37.47,48.13,1016.27,5.9,4.5,16.82,Sunny
West,7,29.09,72.59,1007.88,13.95,14.0,47.86,Rain
South,12,19.96,60.18,1004.26,9.85,12.32,66.2,Sunny
South,1,24.85,51.69,1014.06,12.74,7.0,31.55,Cloudy
North,4,29.44,39.99,1016.3,14.07,9.23,42.86,Sunny
North,5,26.22,43.49,1014.32,8.58,8.11,39.51,Sunny
East,12,22.81,47.26,1011.98,21.78,9.86,39.93,Cloudy
West,6,21.44,71.61,1010.5,21.73,24.37,61.44,Rain
Central,8,29.06,60.6,1009.97,18.79,25.13,83.34,Storm
South,1,24.25,50.12,1015.02,3.22,7.0,36.22,Sunny
East,3,29.22,60.31,1011.58,10.12,13.86,64.93,Cloudy
North,2,15.5,35.05,1009.46,12.4,7.51,34.86,Fog
West,10,28.45,63.7,1010.91,11.45,8.0,25.73,Cloudy
West,1,19.48,28.48,1008.56,18.88,7.8,40.37,Cloudy
East,9,23.02,72.86,1002.83,22.44,31.2,100.0,Storm
South,7,27.19,98.06,1004.27,11.8,25.45,83.07,Rain
Central,11,24.66,78.01,1008.75,16.9,17.09,45.67,Rain
North,6,22.5,64.42,1019.49,7.83,23.2,66.48,Rain
Central,4,31.11,62.25,1009.02,24.69,11.83,49.72,Cloudy
South,8,22.87,84.2,1006.66,20.21,28.38,96.29,Storm
West,8,25.49,61.99,1013.43,16.35,19.71,38.0,Cloudy
Central,4,34.46,58.65,1005.62,11.85,14.21,47.8,Cloudy
West,11,30.85,73.04,1007.86,12.62,8.0,19.81,Cloudy
North,11,24.7,55.83,1006.13,20.54,23.56,61.52,Sunny
East,8,29.61,89.1,1008.24,14.08,21.67,100.0,Rain
West,4,38.43,45.81,1007.99,10.58,4.83,8.63,Sunny
Central,4,29.76,49.9,1007.13,17.37,17.25,71.6,Cloudy
Central,4,39.32,56.44,1003.42,13.8,6.0,15.03,Sunny
West,2,19.87,33.27,1019.48,12.63,4.6,1.92,Cloudy
South,6,30.31,85.11,1008.43,12.33,23.14,91.89,Rain
South,4,36.44,61.57,1020.66,9.77,8.0,34.62,Cloudy
South,8,28.63,89.42,1011.22,10.0,18.5,46.27,Rain
West,10,23.22,60.92,1015.68,14.48,9.32,37.44,Sunny
West,5,36.21,49.74,1002.96,8.73,12.55,50.01,Sunny
Central,7,24.44,87.96,1001.74,16.5,27.39,100.0,Rain
East,1,15.55,47.99,1009.92,22.87,18.45,95.18,Cloudy
North,8,18.16,77.77,1013.12,17.03,15.0,75.01,Rain
East,11,26.85,74.58,1016.5,17.04,20.7,91.47,Rain
South,3,38.49,74.94,1006.44,16.14,22.99,100.0,Rain
West,3,35.8,53.18,1010.41,18.01,6.81,26.01,Cloudy
East,7,23.4,90.02,1008.67,14.42,30.2,91.14,Rain
West,7,27.44,75.41,1006.71,19.8,17.83,56.0,Rain
Central,11,21.89,61.18,1011.76,12.44,10.5,38.07,Cloudy
North,10,22.27,59.86,1012.73,12.48,9.0,12.52,Sunny
West,1,16.55,44.64,1014.36,6.86,2.5,0.0,Cloudy
North,8,15.18,74.87,1008.64,8.85,15.0,51.56,Rain
West,3,30.15,58.69,1009.44,18.3,4.04,33.88,Sunny
West,2,20.75,40.85,1008.89,12.24,14.66,50.47,Sunny
East,1,19.32,46.05,1016.84,10.42,7.5,16.37,Cloudy
North,2,18.2,33.87,1001.46,14.29,3.61,5.97,Fog
Central,3,29.6,44.71,1003.71,12.62,10.34,29.87,Sunny
West,4,36.32,29.1,1009.92,13.27,9.77,24.3,Cloudy
East,6,28.29,85.33,1000.41,17.42,19.0,83.95,Rain
South,11,28.71,66.04,1010.77,12.79,14.62,43.61,Cloudy
West,6,19.89,77.43,1005.63,11.91,26.72,90.54,Rain
South,10,30.63,72.35,1001.73,7.96,20.04,78.33,Rain
North,11,22.82,66.14,1005.68,9.9,9.0,21.71,Cloudy
Central,12,18.71,49.51,1015.08,8.75,5.0,16.93,Sunny
East,1,22.0,61.5,1003.73,8.25,12.62,52.21,Cloudy
Central,3,34.89,57.03,1005.37,19.79,9.48,46.4,Cloudy
East,11,20.39,77.53,1011.58,15.01,13.0,27.93,Rain
North,11,20.94,61.53,1011.29,15.57,9.0,17.98,Sunny
West,12,24.0,39.69,1018.57,11.82,3.55,4.74,Sunny
Central,8,31.84,89.14,1007.88,9.95,16.5,68.31,Rain
West,6,30.86,65.8,1017.58,16.34,14.0,31.68,Rain
Central,1,18.14,34.84,1009.29,11.55,12.69,61.25,Cloudy
East,2,16.09,55.15,1008.8,17.52,10.38,25.2,Sunny
Central,11,31.39,69.7,1004.93,4.96,19.22,73.83,Cloudy
Central,3,30.58,49.39,1019.47,4.36,6.0,40.95,Cloudy
South,11,31.97,80.01,1015.26,14.27,12.5,39.12,Rain
West,8,18.5,74.53,1005.5,10.11,29.5,61.76,Rain
West,7,27.23,69.63,1008.31,16.25,17.2,48.32,Rain
East,2,23.53,39.84,1009.02,11.29,11.88,67.75,Sunny
East,9,25.34,81.81,1003.85,14.07,21.17,76.8,Rain
Central,6,22.01,81.02,1013.83,9.96,18.34,34.28,Rain
South,3,34.14,58.62,1012.03,11.89,18.28,73.51,Sunny
South,4,38.71,58.15,1011.91,13.41,19.91,76.21,Cloudy
North,2,19.18,30.36,1010.57,18.19,5.74,30.19,Sunny
East,10,26.49,65.78,1008.52,10.23,13.0,48.05,Cloudy
North,9,25.77,64.03,1007.39,15.38,15.03,46.35,Cloudy
East,7,26.66,91.49,1002.48,10.91,19.0,69.72,Rain
West,9,25.53,70.46,1013.18,12.57,17.31,51.52,Rain
Central,5,33.62,40.8,1009.45,15.01,12.22,43.97,Sunny
South,7,21.53,91.94,1006.72,11.03,36.93,100.0,Storm
East,6,23.13,85.52,1007.67,10.93,19.0,73.18,Rain
Central,9,18.88,71.24,1014.89,10.49,20.17,73.59,Rain
West,4,31.26,56.94,1014.32,7.39,19.09,77.32,Sunny
East,2,20.73,53.85,1006.23,9.83,21.07,66.69,Sunny
North,12,15.74,35.72,1010.39,8.84,3.5,34.54,Sunny
East,2,24.82,51.15,1001.46,13.02,9.01,14.83,Cloudy
South,7,28.09,86.29,1002.77,17.84,18.5,73.09,Rain
West,10,26.8,69.49,1017.96,9.52,11.05,22.77,Cloudy
South,4,38.42,68.14,1016.47,11.95,17.88,63.31,Cloudy
South,2,21.46,64.98,1012.0,19.65,7.0,34.32,Sunny
North,7,20.02,71.0,1007.99,10.94,15.0,68.42,Rain
Central,1,21.18,36.8,1003.5,9.7,11.07,61.65,Cloudy
North,5,25.8,47.7,1015.28,6.17,7.44,19.49,Sunny
East,6,29.25,78.3,1011.08,11.95,22.14,80.86,Rain
Central,8,21.11,75.46,1005.41,8.62,30.05,100.0,Rain
Central,8,28.58,79.0,1009.47,4.45,30.84,92.62,Rain
South,7,27.85,98.4,1004.72,10.93,27.29,100.0,Rain
North,5,29.39,55.77,1014.37,14.73,9.54,35.92,Cloudy
East,2,21.0,58.67,1016.57,11.63,9.95,52.25,Cloudy
North,11,25.4,62.21,1006.09,12.19,10.07,30.46,Sunny
Central,8,27.21,89.02,1006.87,9.28,25.32,100.0,Rain
South,10,29.44,96.15,1006.99,10.03,24.24,100.0,Rain
East,3,31.38,59.67,1008.37,8.77,8.5,20.0,Sunny
East,12,22.49,46.08,1006.43,15.72,10.09,25.15,Cloudy
East,4,33.87,60.83,1011.31,20.34,8.5,34.27,Cloudy
Central,11,33.9,75.31,1008.56,9.82,14.48,43.2,Rain
Central,11,23.54,65.19,1001.91,8.07,15.98,49.05,Cloudy
North,12,17.16,42.46,1010.94,16.23,11.02,43.56,Fog
North,4,33.81,28.58,1018.18,5.16,5.76,32.33,Sunny
North,2,12.99,27.01,1014.17,13.57,5.09,2.57,Sunny
Central,4,32.38,54.79,1008.76,8.85,19.13,66.56,Cloudy
North,5,28.03,45.45,1009.08,11.85,11.27,32.42,Sunny
West,10,26.15,73.83,1006.47,7.45,14.55,29.12,Rain
South,10,32.76,88.41,1010.21,5.04,12.5,32.0,Rain
South,8,29.47,74.36,1007.14,11.67,18.82,51.84,Rain
East,6,26.86,80.47,1010.74,18.56,22.23,91.14,Rain
East,11,25.43,73.35,1012.1,11.3,15.14,75.7,Rain
North,5,30.67,50.04,1012.94,8.24,4.5,15.32,Cloudy
East,9,25.82,85.45,1006.01,19.77,32.1,84.98,Storm
West,9,26.08,67.38,1007.08,16.29,25.51,93.16,Cloudy
East,10,25.4,70.42,1002.02,13.32,18.03,55.24,Rain
North,11,22.04,61.39,1007.53,10.48,16.49,60.74,Cloudy
North,2,16.56,29.5,1014.65,9.28,7.08,3.77,Sunny
South,6,29.27,97.62,998.45,21.05,19.08,58.99,Rain
West,6,18.38,74.32,1011.82,11.88,14.0,42.04,Rain
South,12,21.98,56.6,1006.72,10.62,7.0,47.55,Cloudy
East,3,39.32,64.06,1007.91,4.53,8.5,29.32,Cloudy
North,4,34.48,57.74,1012.44,9.01,6.01,13.59,Cloudy
South,7,26.6,85.72,1000.58,20.99,27.2,100.0,Storm
North,3,30.0,41.57,1015.84,9.29,5.44,35.96,Cloudy
North,10,20.03,51.98,1009.44,17.63,9.37,9.27,Cloudy
Central,1,14.81,48.22,1018.43,3.93,5.0,19.63,Cloudy
West,7,25.51,65.41,1012.62,11.05,20.57,100.0,Cloudy
West,5,30.39,60.31,1011.19,9.36,3.5,19.18,Sunny
West,10,26.39,69.87,1008.41,13.65,10.14,38.11,Cloudy
North,12,21.71,45.83,1015.98,10.55,11.8,42.95,Fog
West,1,20.86,52.38,1010.31,9.36,2.5,29.7,Sunny
Central,9,22.19,79.34,1007.57,8.13,16.5,84.71,Rain
North,6,20.9,62.26,1005.88,15.48,15.0,50.23,Rain
West,2,18.83,40.46,1002.57,18.92,17.03,65.73,Sunny
South,7,27.63,92.28,1002.93,17.37,25.53,100.0,Rain
East,4,35.05,56.77,1009.42,9.81,11.8,46.08,Cloudy
North,4,28.15,44.1,1011.66,15.44,4.5,29.39,Sunny
South,9,26.8,78.35,1002.35,14.95,20.08,95.15,Rain
South,1,23.54,49.36,1005.51,16.02,18.3,63.69,Cloudy
East,1,22.4,47.91,1015.54,18.8,7.5,46.17,Cloudy
West,8,25.24,75.08,1010.28,12.29,14.0,63.27,Rain
North,2,21.14,35.53,1011.5,5.02,4.77,12.35,Sunny
North,5,33.48,43.59,1006.34,9.17,6.68,37.4,Cloudy
North,5,24.88,43.38,1010.58,11.54,12.27,38.41,Cloudy
South,5,38.98,55.64,1009.1,8.06,8.75,38.77,Cloudy
South,7,24.39,80.77,1004.18,14.95,18.5,96.58,Rain
South,11,31.28,70.82,1011.04,10.25,15.74,86.43,Rain
Central,4,38.91,43.59,1008.84,5.78,6.0,20.06,Cloudy
North,3,29.4,52.32,1008.76,8.19,7.32,13.18,Sunny
Central,7,26.94,80.81,1004.04,11.25,20.64,71.34,Rain
East,11,26.73,69.19,1009.11,16.96,13.0,53.05,Sunny
South,4,40.15,68.37,1011.06,12.72,21.26,98.85,Cloudy
Central,2,17.99,49.35,1017.89,9.95,5.0,0.0,Cloudy
South,9,28.9,98.11,1007.56,18.78,18.5,83.91,Rain
South,8,27.13,98.11,1015.48,6.75,18.5,72.98,Rain
Central,12,17.32,41.87,1005.5,13.79,5.0,21.03,Cloudy
